"common_name","cpue_kg_per_ha_der","date_dim$full_date","date_dim$year","depth_m","field_identified_taxonomy_dim$scientific_name","latitude_dd","leg","longitude_dd","partition","pass","performance","project","sampling_end_hhmmss","sampling_start_hhmmss","scientific_name","station_code","statistical_partition_dim$statistical_partition_type","subsample_count","subsample_wt_kg","target_station_design_dim$stn_invalid_for_trawl_date_whid","total_catch_numbers","total_catch_wt_kg","trawl_id","vessel"
"darkblotched rockfish","31.818766155129","2003-07-09 00:00:00","2003","313.3000","Sebastes crameri","45.10138889","2","-124.38750000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","093119","091328","Sebastes crameri","8571","NA","154","53.1500","0","170","58.5500","200303006052","Captain Jack"
"Pacific halibut","13.375895117056","2003-07-10 00:00:00","2003","96.1000","Hippoglossus stenolepis","44.35083333","2","-124.60083333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","142527","140455","Hippoglossus stenolepis","9318","NA","3","24.3500","0","3","24.3500","200303006057","Captain Jack"
"Pacific halibut","42.875517502052","2003-07-11 00:00:00","2003","210.4000","Hippoglossus stenolepis","43.60916667","2","-124.57111111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","150018","144028","Hippoglossus stenolepis","9990","NA","5","92.3500","0","5","92.3500","200303006062","Captain Jack"
"darkblotched rockfish","5.548050180287","2003-07-11 00:00:00","2003","210.4000","Sebastes crameri","43.60916667","2","-124.57111111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","150018","144028","Sebastes crameri","9990","NA","45","11.9500","0","45","11.9500","200303006062","Captain Jack"
"darkblotched rockfish","1.646690432827","2003-07-15 00:00:00","2003","305.6000","Sebastes crameri","43.08944444","3","-124.86861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","093426","091642","Sebastes crameri","10374","NA","4","2.9000","0","4","2.9000","200303006064","Captain Jack"
"darkblotched rockfish","0.213404870089","2003-07-15 00:00:00","2003","149.1000","Sebastes crameri","42.97583333","3","-124.72444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","193830","191922","Sebastes crameri","10434","NA","3","0.4500","0","3","0.4500","200303006067","Captain Jack"
"yelloweye rockfish","0.804387617328","2003-07-16 00:00:00","2003","163.4000","Sebastes ruberrimus","43.04388889","3","-124.71944444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","062504","060556","Sebastes ruberrimus","10396","NA","1","1.7500","0","1","1.7500","200303006068","Captain Jack"
"Pacific halibut","3.240532972663","2003-07-16 00:00:00","2003","163.4000","Hippoglossus stenolepis","43.04388889","3","-124.71944444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","062504","060556","Hippoglossus stenolepis","10396","NA","1","7.0500","0","1","7.0500","200303006068","Captain Jack"
"darkblotched rockfish","0.380719609379","2003-07-16 00:00:00","2003","266.8000","Sebastes crameri","42.99527778","3","-124.86388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","135121","133248","Sebastes crameri","10430","NA","2","0.7000","0","2","0.7000","200303006071","Captain Jack"
"darkblotched rockfish","2.172699330266","2003-07-16 00:00:00","2003","246.6000","Sebastes crameri","42.89666667","3","-124.83111111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","175540","173700","Sebastes crameri","10484","NA","11","4.2500","0","11","4.2500","200303006072","Captain Jack"
"darkblotched rockfish","0.297843061246","2003-07-17 00:00:00","2003","319.1000","Sebastes crameri","42.45861111","3","-124.81083333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","200126","194225","Sebastes crameri","10708","NA","1","0.5500","0","1","0.5500","200303006076","Captain Jack"
"darkblotched rockfish","0.223574142165","2003-07-18 00:00:00","2003","132.1000","Sebastes crameri","42.13638889","3","-124.52444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","164132","162238","Sebastes crameri","10899","NA","4","0.4500","0","4","0.4500","200303006080","Captain Jack"
"darkblotched rockfish","0.716055731017","2003-07-19 00:00:00","2003","205.8000","Sebastes crameri","41.90250000","3","-124.54500000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","091805","090014","Sebastes crameri","11063","NA","2","1.2000","0","2","1.2000","200303006082","Captain Jack"
"darkblotched rockfish","0.804928900493","2003-07-21 00:00:00","2003","295.1000","Sebastes crameri","41.16361111","3","-124.38388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","085223","083322","Sebastes crameri","11645","NA","3","1.7000","0","3","1.7000","200303006090","Captain Jack"
"darkblotched rockfish","0.137499024895","2003-07-22 00:00:00","2003","103.7000","Sebastes crameri","40.99083333","3","-124.30722222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","062936","061103","Sebastes crameri","11755","NA","3","0.2500","0","3","0.2500","200303006094","Captain Jack"
"darkblotched rockfish","3.471030494546","2003-07-22 00:00:00","2003","183.9000","Sebastes crameri","40.92416667","3","-124.39666667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","102323","100333","Sebastes crameri","11799","NA","20","7.4000","0","20","7.4000","200303006095","Captain Jack"
"Pacific halibut","26.196899070320","2003-07-22 00:00:00","2003","183.9000","Hippoglossus stenolepis","40.92416667","3","-124.39666667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","102323","100333","Hippoglossus stenolepis","11799","NA","2","55.8500","0","2","55.8500","200303006095","Captain Jack"
"darkblotched rockfish","1.012964532680","2003-07-26 00:00:00","2003","328.1000","Sebastes crameri","40.36416667","4","-124.48388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","063726","061832","Sebastes crameri","12136","NA","3","2.0000","0","3","2.0000","200303006096","Captain Jack"
"Pacific halibut","13.396455944687","2003-07-26 00:00:00","2003","328.1000","Hippoglossus stenolepis","40.36416667","4","-124.48388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","063726","061832","Hippoglossus stenolepis","12136","NA","1","26.4500","0","1","26.4500","200303006096","Captain Jack"
"darkblotched rockfish","1.278452810761","2003-07-28 00:00:00","2003","252.7000","Sebastes crameri","39.28805556","4","-123.96305556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061343","055531","Sebastes crameri","13076","NA","10","2.5500","0","10","2.5500","200303006104","Captain Jack"
"Pacific halibut","3.706247095855","2003-07-28 00:00:00","2003","121.1000","Hippoglossus stenolepis","39.09222222","4","-123.88416667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","135014","133202","Hippoglossus stenolepis","13181","NA","1","5.8000","0","1","5.8000","200303006106","Captain Jack"
"yelloweye rockfish","9.585121799625","2003-07-28 00:00:00","2003","121.1000","Sebastes ruberrimus","39.09222222","4","-123.88416667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","135014","133202","Sebastes ruberrimus","13181","NA","4","15.0000","0","4","15.0000","200303006106","Captain Jack"
"darkblotched rockfish","0.132514104410","2003-07-29 00:00:00","2003","252.6000","Sebastes crameri","38.14472222","4","-123.39638889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","135625","133738","Sebastes crameri","13696","NA","1","0.2500","0","1","0.2500","200303006110","Captain Jack"
"darkblotched rockfish","0.025093756191","2003-07-30 00:00:00","2003","168.9000","Sebastes crameri","37.45638889","4","-122.92638889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","125710","123755","Sebastes crameri","14119","NA","1","0.0500","0","1","0.0500","200303006114","Captain Jack"
"darkblotched rockfish","0.024972779501","2003-08-01 00:00:00","2003","131.6000","Sebastes crameri","35.96750000","4","-121.53722222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","194834","193057","Sebastes crameri","15160","NA","1","0.0400","0","1","0.0400","200303006124","Captain Jack"
"darkblotched rockfish","0.252528227065","2003-08-06 00:00:00","2003","376.4000","Sebastes crameri","34.89027778","5","-120.97805556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","125349","123502","Sebastes crameri","16215","NA","2","0.5000","0","2","0.5000","200303006130","Captain Jack"
"darkblotched rockfish","23.876144997109","2003-09-02 00:00:00","2003","198.7000","Sebastes crameri","47.29111111","1","-124.85444444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","202520","200544","Sebastes crameri","6233","NA","116","40.9500","0","116","40.9500","200303008008","Excalibur"
"yelloweye rockfish","1.370181703131","2003-09-02 00:00:00","2003","198.7000","Sebastes ruberrimus","47.29111111","1","-124.85444444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","202520","200544","Sebastes ruberrimus","6233","NA","2","2.3500","0","2","2.3500","200303008008","Excalibur"
"yelloweye rockfish","","2003-09-05 00:00:00","2003","157.3000","Sebastes ruberrimus","48.02083333","1","-125.22666667","NA","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","094726","094227","Sebastes ruberrimus","5121","NA","6","14.6500","0","6","14.6500","200303008021","Excalibur"
"darkblotched rockfish","4.396241239757","2003-09-04 00:00:00","2003","255.2000","Sebastes crameri","47.93361111","1","-125.58333333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065004","063232","Sebastes crameri","5255","NA","6","7.3500","0","6","7.3500","200303008015","Excalibur"
"Pacific halibut","7.057911106005","2003-09-04 00:00:00","2003","255.2000","Hippoglossus stenolepis","47.93361111","1","-125.58333333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065004","063232","Hippoglossus stenolepis","5255","NA","1","11.8000","0","1","11.8000","200303008015","Excalibur"
"yelloweye rockfish","7.331434700285","2003-09-05 00:00:00","2003","167.7000","Sebastes ruberrimus","47.97472222","1","-125.21166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065245","063546","Sebastes ruberrimus","5217","NA","4","10.9500","0","4","10.9500","200303008020","Excalibur"
"Pacific halibut","2.772464051879","2003-09-05 00:00:00","2003","133.1000","Hippoglossus stenolepis","48.15055556","1","-125.28750000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","132600","130854","Hippoglossus stenolepis","4910","NA","1","4.6000","0","1","4.6000","200303008022","Excalibur"
"yelloweye rockfish","","2003-09-05 00:00:00","2003","112.6000","Sebastes ruberrimus","48.39388889","1","-125.06555556","NA","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","194814","194018","Sebastes ruberrimus","4291","NA","4","8.5000","14644","4","8.5000","200303008025","Excalibur"
"darkblotched rockfish","2.939238978991","2003-09-06 00:00:00","2003","199.6000","Sebastes crameri","48.26055556","1","-124.94861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","094503","092713","Sebastes crameri","4667","NA","19","4.8000","0","19","4.8000","200303008027","Excalibur"
"Pacific halibut","2.956744972342","2003-09-07 00:00:00","2003","187.0000","Hippoglossus stenolepis","47.63472222","1","-125.06888889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","094433","092701","Hippoglossus stenolepis","5729","NA","1","5.5500","0","1","5.5500","200303008034","Excalibur"
"darkblotched rockfish","0.096176078558","2003-09-07 00:00:00","2003","107.2000","Sebastes crameri","47.65333333","1","-124.85416667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","132919","131220","Sebastes crameri","5683","NA","1","0.1500","0","1","0.1500","200303008035","Excalibur"
"darkblotched rockfish","5.101366969957","2003-09-07 00:00:00","2003","142.5000","Sebastes crameri","47.47888889","1","-124.83527778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","152742","150919","Sebastes crameri","5938","NA","33","7.8500","0","33","7.8500","200303008036","Excalibur"
"darkblotched rockfish","1.537706056157","2003-09-07 00:00:00","2003","155.4000","Sebastes crameri","47.02611111","1","-124.84361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","191535","185741","Sebastes crameri","6577","NA","14","2.8500","0","14","2.8500","200303008037","Excalibur"
"Pacific halibut","3.916900199851","2003-09-08 00:00:00","2003","305.1000","Hippoglossus stenolepis","46.93972222","1","-124.83166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","064638","062729","Hippoglossus stenolepis","6682","NA","1","7.7000","0","1","7.7000","200303008038","Excalibur"
"darkblotched rockfish","1.602368263575","2003-09-08 00:00:00","2003","305.1000","Sebastes crameri","46.93972222","1","-124.83166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","064638","062729","Sebastes crameri","6682","NA","8","3.1500","0","8","3.1500","200303008038","Excalibur"
"yelloweye rockfish","2.227875574952","2003-09-12 00:00:00","2003","179.4000","Sebastes ruberrimus","46.11944444","2","-124.65250000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","110455","104711","Sebastes ruberrimus","7461","NA","3","4.4500","0","3","4.4500","200303008042","Excalibur"
"yelloweye rockfish","5.687289319835","2003-09-13 00:00:00","2003","209.9000","Sebastes ruberrimus","45.84138889","2","-124.66722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","065823","064111","Sebastes ruberrimus","7798","NA","6","8.1500","0","6","8.1500","200303008045","Excalibur"
"darkblotched rockfish","0.190736482678","2003-09-13 00:00:00","2003","124.2000","Sebastes crameri","46.03138889","2","-124.33277778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","124736","122911","Sebastes crameri","7584","NA","2","0.3500","0","2","0.3500","200303008046","Excalibur"
"darkblotched rockfish","27.080221504348","2003-09-14 00:00:00","2003","328.3000","Sebastes crameri","45.13305556","2","-124.55472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","144010","142200","Sebastes crameri","8532","NA","89","52.7500","0","89","52.7500","200303008052","Excalibur"
"darkblotched rockfish","3.362907813146","2003-09-14 00:00:00","2003","338.4000","Sebastes crameri","45.04527778","2","-124.68305556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","180435","174714","Sebastes crameri","8633","NA","8","6.0500","0","8","6.0500","200303008053","Excalibur"
"yelloweye rockfish","1.184956365464","2003-09-16 00:00:00","2003","241.9000","Sebastes ruberrimus","44.63250000","2","-124.66694444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","082917","081211","Sebastes ruberrimus","9039","NA","1","2.0500","0","1","2.0500","200303008060","Excalibur"
"Pacific halibut","2.475690972291","2003-09-17 00:00:00","2003","312.2000","Hippoglossus stenolepis","43.81916667","2","-124.63444444","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","102424","100613","Hippoglossus stenolepis","9806","NA","1","4.8500","0","1","4.8500","200303008066","Excalibur"
"darkblotched rockfish","1.124122067931","2003-09-18 00:00:00","2003","262.0000","Sebastes crameri","43.47694444","2","-124.63750000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","092953","091223","Sebastes crameri","10103","NA","5","2.0500","0","5","2.0500","200303008071","Excalibur"
